"系統序號","課程名稱","課程大綱","A分數","A判定理由","B分數","B判定理由","C分數","C判定理由","D分數","D判定理由","整體判定","主要依據","證據不足處"
"8194218","人工智慧生成圖像與創造力","生成圖像 (Generative Art)從2022年開始商業化,目前已經衍生到生成影片、音樂,品質驚人,也帶來諸多衝擊與挑戰。         本課程規劃將分為理論、實務與倫理三部分,讓同學能夠穩健地在AIGA的時代中,應用工具為自己增能。         本課程適合沒有學習過生成圖像工具 (Midjourney, Dall.e, Leonardo)及影像同學參加。         根據過去兩年經驗,心中有想要完成題目的同學會得到更好的效果。         本課程不講授 Stable Difussion,但會介紹ComfyUI。         本課程內容更新在https://docs.google.com/document/d/1Hw8qXhuc7zt92FMGL2fqFNHggQfce9Ob4JUv96pej2c/edit?usp=sharing         本課程有可能需要短暫自費訂閱服務,但不一定","2","課程明確介紹並實作Midjourney、Dall.e、Leonardo及ComfyUI等生成圖像工具，且以工具為自己增能；但未明確要求使用AI進行資訊整理、概念理解、學習規劃或學習反思。","2","課程明確規劃理論、實務與倫理三部分，並提及生成式圖像帶來的衝擊與挑戰；但未具體說明倫理議題、著作權、個資、偏誤、風險管理或責任要求。","2","課程適合未接觸生成圖像工具的學生，並要求應用工具完成個人題目，具有初步工具操作與創作任務；但未明確提及問題分析、成果驗證、修正、品質控制或人機分工。","2","課程名稱與大綱明確連結生成式AI工具與創造力，並強調以工具為自己增能及完成創作題目；但未明確要求保有人類主體性、提出判斷理由、同理溝通或結合真實場域洞察。","A=2;B=2;C=2;D=2","課程同時包含生成圖像工具實作、創造力應用及倫理規劃，具有初步AI工具使用與人機創作脈絡。","各項能力均缺乏明確評量成果；B未具體列出倫理與風險內容，C未提及驗證與品質控制，A未明確聚焦AI輔助學習，D未明確要求人類判斷或主體性。"
"8194220","劇本寫作與AI協作","人工智慧應渴望而生,迅速編織出模式與文字。然而這反而讓我們自問:書寫的真諦為何?機器的創作,是否真的能稱作創作?    作為一名影視製作人和編劇,我使用AI協助寫作提案和劇本,這讓我重新審視自己的靈魂,也更加專注於創作的本質與品質。我想跟大家分享這一路上的心得。    這門課程旨在幫助學生了解和應用AI技術於劇本寫作,激發創作靈感,構建角色和發展情節。課程將於114年9月13日及9月20日以兩天密集授課的形式進行。通過這門課程,你將學會如何讓技術服務於你的創意和靈感。    課程重點:       了解AI技術在文學創作中的應用   探索AI如何應用於劇本寫作中,了解其原理和極限,發掘其在文學創作中的潛力。   激發創作靈感   探索如何利用AI工具來激發創作靈感,構建鮮活的角色和發展引人入勝的故事情節。   實踐劇本寫作技巧   學習和實踐利用AI進行劇本寫作的技巧,最終創作出一個完整且具有質量的劇本。   探索AI時代的敘事方式   探討在AI時代,敘事方式如何改變我們創建、分享和體驗故事的方式。學習如何運用精準的提示策略,例如少樣本提示和零樣本提示,使AI的創作理念與你同步。      報名和參加條件:       本課程採密集授課形式,有意修課的同學需在開課公告期限內填寫Google表單報名,並接獲通知後始具備上課資格。   獲得上課資格通知的修課同學需自備筆電並事先註冊相關ChatGPT工具帳號。   自選: 如果想要進一步探索進階功能,例如:得到更多的高階版本對話條目、為(劇本)專案建構GPTs機器人,或是使用GPT Store中的外掛功能,請於上課時訂閱一個月Plus(20美金)。   本課程不開放系統選課,修課同學完成兩日密集課程,並繳交課堂作業後,再由開課單位進行加選並追認學分。   本課為大學部1學分課程,碩博士生可報名修習視為旁聽生,不會認列為成績單上的學分,若需學分,則需繳交學分費。   本課程為114學年第1學期課程,學生如於開課當期出國交換、辦理休學或保留學籍或退學,甚至於開學前一學期已畢業者,將無法獲得學分,但可視為旁聽生參加修習。","4","課程明確要求學生註冊並使用ChatGPT工具，運用AI激發創作靈感、構建角色、發展情節，並學習少樣本提示與零樣本提示；但未明確提及學習歷程規劃與自主學習策略調整。","2","課程要求了解AI技術在劇本寫作中的原理和極限，並探討AI時代的敘事方式；但未明確涵蓋著作權、AI使用揭露、個資、偏誤、風險管理或責任歸屬。","4","學生需運用AI完成角色、情節及一個完整且具品質的劇本，具明確AI協作創作任務；但未說明如何系統性驗證AI結果、規劃人機分工或評估流程品質。","4","課程強調讓技術服務於學生的創意和靈感，並反思書寫真諦、機器創作是否能稱為創作及創作本質與品質，明確涉及人類主體性、創意與價值判斷；但未明確要求提出決策證據或處理人際協作。","A=4;B=2;C=4;D=4","主要符合A、C與D，因課程有明確AI協作寫作實作，且強調提示策略、完整劇本產出、創意及人類創作主體性。","B所需的倫理、法律、著作權、風險與使用揭露內容不足；C與D也缺乏明確的驗證、責任及評量機制。"
"8194228","人工智慧導論","This course introduces students to the fundamentals","0","課程名稱含人工智慧，但大綱僅寫明“This course introduces students to the fundamentals”，未提及學生使用AI協助學習或自主學習，因此不能推定具備能力A。","0","課程名稱含人工智慧，但大綱未提及AI倫理、法規、資安、風險、偏誤、查證或責任，因此不能推定具備能力B。","0","大綱僅概括表示介紹人工智慧基礎，未明確提及運用AI分析、生成、建模、解決問題、實作或驗證，因此不能推定具備能力C。","0","大綱未提及AI協作中的人類判斷、主體性、同理心、創意整合或真實世界洞察，因此不能推定具備能力D。","A=0;B=0;C=0;D=0","課名雖含人工智慧，但課程大綱資料不完整，僅有一句未完成的概括性介紹，沒有足夠文字證據支持四項能力。","大綱未提供具體課程內容、教學活動、學生任務、評量成果或倫理與人機協作要求，因此依證據不足原則各項給0分。"
"8194234","生成式人工智慧與機器學習導論","這門課的目標是幫助大家對「生成式 AI (Generative AI)」和「機器學習 (Machine Learning)」建立清楚、扎實的基本觀念。不用擔心你之前有沒有相關背景","0","課程目標是建立生成式AI與機器學習的基本觀念，但未提及使用AI協助學生學習、整理資訊、獲得回饋或自主學習，因此不能推定具備能力A。","0","大綱僅提及生成式AI與機器學習的基本觀念，未提及倫理、法規、個資、資安、偏誤、查證、風險或責任，因此不能推定具備能力B。","0","大綱僅說明建立生成式AI與機器學習的基本觀念，未明確要求運用AI分析、生成成果、建模、解決問題、實作或驗證，因此不能推定具備能力C。","0","大綱未提及AI協作中的人類主體性、判斷、創意、同理溝通或真實情境洞察，因此不能推定具備能力D。","A=0;B=0;C=0;D=0","課程具有AI相關主題，但明確文字僅限於生成式AI與機器學習的基礎概念介紹，未形成四項能力的教學活動或學習要求。","大綱未提及AI輔助學習、負責任使用、問題解決實作、結果驗證或人機協作，因此各項能力均無直接證據。"
"8195334","傳播策略中的數據與AI應用","本課程由格威博報堂集團旗下集團業界講師聯合授課。隨著大數據應用的崛起,數據的理解與運用早已成為傳播工作者的核心能力,而近年AI的迅速發展更直接衝擊了傳播產業的服務領域分野。    本課程以三大階段「傳播、數據與AI的基礎知識建立」、「數據分析與AI應用在傳播策略中的角色」與「業界應用實戰」為架構,逐步引領學生從理論學習到實務操作。課程中結合生活化案例討論,並延展至真實業界情境,旨在全面培養學生利用數據與 AI 提升傳播決策精準性與創造力的能力,為未來的專業發展奠定基礎。","0","課程要求建立傳播、數據與AI基礎知識，並利用數據與AI提升傳播決策，但未提及將AI作為學生學習、資訊整理、獲得回饋或自主成長工具，因此不能推定具備能力A。","0","大綱提及AI對傳播產業的衝擊及應用，但未明確涵蓋AI倫理、法規、著作權、個資、資安、偏誤、查證、風險或責任，因此不能推定具備能力B。","4","課程以數據分析與AI應用在傳播策略中的角色為核心階段，並安排業界應用實戰、理論到實務操作及真實業界情境，明確要求將AI納入傳播決策與應用；但未提及成果驗證、錯誤修正、品質控制或人機分工。","1","課程提及利用數據與AI提升傳播決策精準性與創造力，並結合生活化案例及真實業界情境；但未明確要求人類主體性、批判AI結果、同理溝通或由人承擔最終決策責任。","A=0;B=0;C=4;D=1","主要符合C，因課程明確規劃數據分析、AI應用、傳播策略及業界實戰，具有從基礎到實務操作的問題解決脈絡。","A未呈現AI作為學習工具；B未提及負責任使用AI的具體規範；D僅提到決策精準性與創造力，未明確要求人類判斷、人機分工或結果驗證。"
"8195343","圖像與文創","本課程主要教授插圖及漫畫圖像的理論概念、創作方法、文創應用與行銷案例探討。在圖像理論部分以實際案例佐以理論的方式,讓學生深入淺出的理解圖像符號學、格式塔視覺心理學及圖像敘事等理論,並採用漸進式實作引導演練,讓即使沒有創作基礎的學生也能習得圖像繪製(包括AI生成)與分鏡構圖等的創作方法與技巧;課程將探討圖像在新聞時事、商業設計、娛樂觀光及文創產業等領域的應用與行銷案例,讓學生依個人興趣選擇圖像創作或文創應用企劃,並對於有創作能力與興趣的學生,將進一步指導參加法國安古蘭漫畫或金漫獎等比賽。","1","大綱明確提及圖像繪製包括AI生成，但主要是將AI作為創作方法的一部分，未明確要求學生運用AI進行理解、資訊整理、學習規劃或學習反思。","0","大綱未提及AI倫理、著作權、個資、資安、偏誤、查證、風險或責任等負責任使用要求，因此不能推定具備此能力。","3","課程安排圖像創作或文創應用企劃，並明確包含AI生成的圖像繪製實作，具備以AI完成創作任務的證據；但未說明AI成果的驗證、修正、品質評估或人機分工。","2","課程要求學生進行圖像創作，且情境包含AI生成，能部分支持人類創意在AI協作中的作用；但未明確要求保有人類主體性、提出判斷理由、進行批判檢核或處理真實場域與人際需求。","A=1;B=0;C=3;D=2","主要符合C，因課程明確安排包含AI生成的圖像創作與文創應用企劃；A與D僅有有限的AI創作脈絡。","B完全缺乏AI責任使用內容；A未明確要求以AI輔助學習；C缺乏成果驗證與品質控制；D缺乏人類判斷、反思與責任要求。"
"8195346","網路與親密關係","從社群媒體、交友軟體、通訊軟體、到AI與線上遊戲,傳播科技與當代社會的親密關係密不可分。本課程從友誼關係,戀愛關係,和家庭關係三個親密關係的向度切入,探討網際網路中介的人際互動。","0","大綱僅將AI列為傳播科技與線上遊戲等討論脈絡之一，未提及學生使用AI進行學習或自主學習。","0","大綱未提及AI倫理、法規、隱私、資安、偏誤、查證、風險、治理或責任。","0","大綱未要求學生運用AI分析、生成、建模或完成明確問題解決任務。","0","雖然大綱提及AI與線上遊戲及親密關係，但未形成AI協作、人的主體性、同理心或人類不可取代能力的明確教學活動，因此不能推定具備D能力。","A=0;B=0;C=0;D=0","AI僅作為傳播科技與當代親密關係的背景議題出現，未明確安排AI能力培養活動。","大綱未提供AI工具操作、負責任使用、AI問題解決或AI協作下人類能力培養的具體證據。"
"8195351","紀實採寫","本課程從AI無法取代的紀實採寫能力開始,培養學生:1.感知相關機構情境;2.了解新聞分類特徵;3.掌握新聞重點;4.執行新聞訪問;5.撰寫紀實報導等能力。","0","大綱提及AI無法取代的紀實採寫能力，但未要求學生使用AI協助學習、整理資訊或反思學習歷程。","0","大綱未提及AI倫理、法規、個資、資安、偏誤、查證、風險或責任。","0","大綱未提及運用AI進行新聞分析、採訪、報導生成或其他問題解決流程。","2","大綱以AI無法取代的紀實採寫能力為起點，並列出情境感知、新聞訪問與紀實報導等人類能力；但未明確安排AI協作、AI結果檢核或人機分工活動。","A=0;B=0;C=0;D=2","主要涉及AI脈絡下的紀實採寫與人類能力，尤其是情境感知、採訪及報導撰寫。","A、B、C均缺乏直接證據；D雖明確提及AI無法取代，但未說明具體教學活動、AI協作方式或評量要求。"
"8196425","全球研究導論","Looking at the global world, there are a lot of puzzling development and heartbreaking moments. The wars, the tariff chaos, the climate disasters, the generative AI boom. But fundamentally, it is about global governance, about the global environment we share together, and about how data and technology, especially generative AI, help shape the world. And all these are core elements consist of the basis of International College of Innovation (ICI). As the opening course that welcomes you to ICI, this course aims to prepare you with the foundational knowledge and perspective that could guide your further learning in ICI.     This course takes a global perspective to understand contemporary society &mdash; a &quot;world society&quot; beyond the boundary of national states. This means we move our focus beyond the boundary of Taiwan (or any other countries) to pay attention to issues happening in other countries and regions. Meanwhile, we will also move beyond the typical focus on the U.S. or western Europe to care more for other regions in the world. More importantly, we focus on interconnectedness across countries and between different societies. In specific, this course focuses on political-economic, ecological, and technological dimensions of globalization from a historical perspective. That also means I will need your help to bring your own experience from all over the world.     To facilitate you to better understand the origins, mechanisms, and consequences of our increasingly interconnected world, this course will be divided into three parts:       The first part looks into the international order underpinning current global connections and moves of humans and non-humans.    The second part concerns the current status and the future of global environment.   The third part is about the role of science, technology and innovation (STI) for global development.          Course Format        Class Activity &amp; Short Lecture:      My role will be a facilitator who supports your learning. In particular, this course is built on group discussion and collective learning. Most learning will be based on reading assigned materials, discussion, and class activities. I will supplement these activities with short lectures that help contextualize readings, articulate learning themes across weeks, and move the discussion forward.           A Student-centered Learning Approach:       I employ a student-centered learning approach in this course rather than a traditional lecture format (i.e., you listen to lectures to learn knowledge). The methods of learning in this course, thus, involve two major aspects:               Careful and critical reading of assigned materials. I will provide a weekly study guide to help you think and read materials with intention.    Bring your memo and your reading questions to the classroom. Get involved in class activities, and learn from each other.                Learning Activities        Collective Annotation &amp; Weekly Memo:       For most of the weeks, you will have assigned readings. I will provide guiding questions for each assigned reading to help you navigate and understand readings. You will need to make annotations on a shared PDF with your groupmates and write your own reading memo before every class. At the end of every class, you will also have the opportunity to expand your memo with what you learn during the class.            Round-Table Project      Throughout the course, you will accomplish three group projects with your groupmates. These small group projects are designed to help you learn how to work with your fellow students and to learn from practicing. These Round-Table projects are also opportunities that we will collaborate together to create a bigger project and learn from each other. I will introduce the detailed arrangement of round-table pr","0","大綱提及生成式AI如何協助形塑世界，但未要求學生將AI作為學習、資訊整理或自主學習工具。","1","大綱提及全球治理、科技影響，以及生成式AI形塑世界的作用，僅能支持初步的AI社會影響討論；未明確探討AI倫理、法規、偏誤、資安或責任。","0","大綱未要求運用AI進行資料分析、模型建立、方案生成或其他明確問題解決任務。","0","大綱包含全球視角、集體學習與學生經驗分享，但未將這些活動明確置於AI協作或人類判斷對AI結果的情境中，因此不能推定D能力。","A=0;B=1;C=0;D=0","AI主要出現在生成式AI熱潮及其對全球世界影響的課程背景與議題脈絡中，B僅有初步的治理與科技影響關聯。","未明確說明AI相關學習活動、責任使用規範、AI工具實作、成果驗證或人機協作要求；且課程大綱後段內容不完整。"
"8196430","資料科學","This course introduces the full process of data science, from collecting raw data to building useful insights and models. Students will learn how to gather data from sources like websites and APIs, clean and prepare it for analysis, and label image or text data when needed. The course covers key steps in data science, including data wrangling, exploration, visualization, modeling, and evaluation.    In the image section, students will learn how to label and explore image data, apply clustering techniques like K-means to group visual patterns, and understand how to move from basic clustering to using pre-trained models for classification. For each method, students will learn how to evaluate performance using metrics such as accuracy and Intersection over Union (IoU).    In the text section, the course begins with text cleaning and basic techniques like TF-IDF. Students will then explore more powerful models like BERT, and learn how different models can be used for classification and language understanding tasks. Along the way, students will compare results using standard evaluation metrics.    Rather than focusing only on model training, this course emphasizes how to use data to answer real questions, communicate findings, and build end-to-end data science workflows. Students will use Python tools such as Pandas, Scikit-learn, Matplotlib, and Hugging Face Transformers to work on real datasets and complete hands-on projects.    This course is designed for students with basic Python and AI knowledge who want to deepen their understanding of the data science pipeline.","1","課程教授預訓練模型、BERT及Hugging Face Transformers等AI相關工具與方法，但重點是學習資料科學技術，未明確要求以AI作為學生學習或自主成長工具。","0","大綱未提及AI倫理、著作權、個資、資安、偏誤、幻覺、查證、治理或責任歸屬。","5","課程明確涵蓋從資料蒐集、清理、標註、探索、視覺化、建模到評估的完整流程，使用預訓練模型、BERT與Python工具處理真實資料集，並以準確率與IoU等指標比較與評估結果，另有端到端實作專案。","0","雖然課程要求以資料回答真實問題並溝通發現，但未將創意、同理心、人類主體性或不可取代能力明確置於AI協作情境中。","A=1;B=0;C=5;D=0","主要符合C，因課程以真實資料集、AI模型、完整資料科學流程、實作專案與模型評估為核心。","A缺乏AI輔助學習證據；B未提及負責任AI；D未提及人類判斷、同理心、創意整合或人機分工。"
"8400076","日文寫作","本講義?初中級?文法?基礎?、?門的?文章?書?為?必要?表現?文法?作文?基礎知識?共???、日本語?作文能力?向上??????目的???。     母語???中?語?干??排?、自分?考??適切?表現???語彙選??構文使用?訓練?通??、文章????????????能力、?信力?養成??。          2023年?生成AI元年??言??、????技術?急速??展???言語?習????環境?急激??化????。??為、今年度??若干??????容??更??事?致????。        1文章作成?必要?基本事項??習?、作文展開??????即??練習???。    2???????討論??意見?出?合??後?、??????????作文?書?。添削??返?、書?直?。(作文??????日??表?、AI等?使用??????場?作文?書?)    3完成??作文?口頭?表?????(?期中1,2回程度)。    4原稿用紙?自分?用意????。添削??係?B4?印刷????好???。    5?習?象:日本語?母語????人","1","大綱提及生成AI造成語言學習環境變化，並在作文情境中提到AI等工具，但文字部分因亂碼而無法清楚判定學生使用AI進行學習、修訂或自主學習的具體要求。","0","可辨識的大綱內容未提及AI倫理、著作權、個資、資安、偏誤、查證、風險或責任，因此不能推定具備B能力。","1","課程安排日文作文、批改與重寫，並提及AI等工具的作文情境，但未清楚說明AI如何用於解決寫作問題，也未明確要求驗證、修正AI結果或進行人機分工。","1","大綱提及表達自己的想法、作文重寫與口頭發表，且有生成AI背景脈絡，但未清楚呈現AI協作下的人類主體性、判斷理由或創意整合；部分文字亂碼也限制判定。","A=1;B=0;C=1;D=1","課程可辨識生成AI與作文使用情境，但核心仍是日文寫作訓練，AI教學活動與要求因文字不完整而僅能低度判定。","課程大綱多處亂碼，無法確認AI使用的具體規範、操作方式、驗證流程、責任要求及評量標準；大綱未提及AI倫理與風險。"
"8400338","人工智慧倫理","本課程旨在鼓勵學生批判性的思考AI對個人、社會與制度的影響","0","課程大綱未提及使用AI作為學習工具、AI輔助理解或自主學習，因此不能推定具備運用AI學習的能力。","2","課程名稱為「人工智慧倫理」，且大綱要求批判性思考AI對個人、社會與制度的影響，具備AI倫理與社會影響的初步內容；但未明確提及法規、隱私、偏誤、資安、治理或責任要求。","0","大綱僅提及思考AI影響，未說明使用AI分析、生成、建模或完成具體問題解決任務。","1","大綱要求批判性思考AI對個人、社會與制度的影響，與人類價值判斷有初步關聯；但未明確置於人機協作、AI結果驗證或人類最終決策情境。","A=0;B=2;C=0;D=1","主要依據為課名中的人工智慧倫理，以及大綱明確提及批判性思考AI對個人、社會與制度的影響。","大綱未提及AI輔助學習、AI實作、問題解決流程、結果驗證、人機分工、責任歸屬或具體評量方式。"
"8400351","AI、攝影與文化","0","0","課程大綱僅為「0」，屬資料內容不足或錯誤；除課名外沒有AI學習活動或使用AI學習的明確證據。","0","課程大綱僅為「0」，未提供AI倫理、法律、風險、文化影響或責任相關內容；因資料不足不能推定。","0","課程大綱僅為「0」，未提供運用AI進行攝影、文化分析或問題解決的任務證據。","0","課程大綱僅為「0」，未提供AI協作、人的主體性、創意判斷或真實情境活動的證據。","A=0;B=0;C=0;D=0","課程名稱含有AI元素，但課程大綱為「0」，屬資料錯誤或內容不足，無法進行有效能力判定。","課程大綱無實質內容，僅憑課名不能推定四項能力的教學活動、學習成果或評量方式。"
"8400375","數位轉型的智權與風險管理","本課程本學期(113/2)授課主旨: 由於人工智慧的應用, 經過過去數十年的發展, 二起二落, 經過各種社會科學與計算科學的綜合發展, 自2018年開始獲得巨量進展, 自從機器學習技術高度成長, 並應用在各種自動化決策與判斷領域, 在人文社會科學上, 帶來非常多可觀的成長, 從與人類對弈, 各種專業考試, 語文, 創作, 社會研究, 科學研究等領域, 都會全球未來的經濟發展, 帶來更多成長與可能性.    因此數位經濟的發展, 其重心逐漸轉移到智能應用與智慧應用的趨勢下, 許多公民營機構在面對數位轉型, 紛紛出現了大量應用人工智慧系統來促進效益效率的期待.在瞭解我國面對全球化與數位化發展主流趨勢轉換到AI應用發展的情形下,社會在政治經濟與科技專業發展上, 所面對的AI 引領的數位轉型(Digital Transformation)之社會影響, 與法律調適的衝擊. 並以智財權的角度觀察我國因應數位發展, 進行政府組織設計. 在公民權與智慧財產權上的因應. (例如成立數位發展部與修訂各項數位法律).    另外產業面, 於面對AI 數位轉型與數位經濟發展, 因於製造業, 金融業, 電子商務產業, 服務業, 媒體傳播業, 與各類因應新興技術興起所帶來的新創事業. 如何因應數位環境改變, 可能引起的智慧財產權風險之探討. 目前國際間對於數位社會發展已因為人工智慧的技術高度成長, 以及破壞性創新的影響, 人工智慧的發展, 風險, 與對人類社會的衝擊, 修習課程之同學如何透過理解數位發展下人工智慧的基礎, 應用領域, 風險以及全球法制與人工智慧治理之發展. 透過授課與討論, 探討人工智慧對智權風險的影響與因應之道. 課程內容將涵蓋現今生成式AI (Generative AI)對著作權與營業秘密保護的多方探索. 藉以建立同學對數位發展, 人工智慧演進對社會科學與科技法律的影響與進展.本課程自本學期起, 課綱有更著重在AI應用對產業智權風險的實務發展方向來調整, 將更著重在人工智慧在數位轉型下, 對企業與政府組織, 或個人於面對智權風險應有的因應概念與處理方法. 其內容包含 智財權(著作與專利), 資訊法(資料保護與資訊安全), 與AI在人類基本權的影響與保護. 課程並會透過部分簡單實作來體會可能的衝擊與優劣分析.","1","大綱提及理解人工智慧的基礎與應用領域，並有部分簡單實作；但未明確要求學生使用AI作為學習、資訊整理或自主學習工具。","4","大綱明確涵蓋AI風險、全球法制與AI治理、生成式AI對著作權與營業秘密的影響、資料保護、資訊安全，以及AI對人類基本權的影響與保護，並探討企業、政府與個人面對智權風險的因應方法；但未明確呈現完整評量與責任追蹤機制。","3","大綱要求透過簡單實作體會AI應用的衝擊與優劣分析，並探討AI對智權風險的影響與因應之道，具備問題分析與初步實作；但未明確說明AI解決具體專業問題的完整流程、結果驗證或人機分工。","1","大綱提及AI對人類基本權、社會與制度的影響及保護，涉及人類價值與權利；但未明確要求在人機協作中保有人類主體性、同理互動、創意判斷或承擔最終決策責任。","A=1;B=4;C=3;D=1","主要符合B，因課程核心涵蓋AI智權風險、著作權、營業秘密、資料保護、資訊安全、基本權與AI治理；另有AI應用的簡單實作與優劣分析。","A缺乏使用AI促進學習的明確活動；C未明確交代問題定義、方案驗證、修正與人機分工；D未明確置於AI協作及人類主體性情境。"
"8400376","資訊素養與倫理","資訊素養與倫理(Information Literacy and Ethics)」課程涵蓋網路著作權、網路隱私權、媒體識讀、資訊安全、人工智慧、大數據分析以及運算思維等相關議題。對於現今的大學生而言","0","大綱僅列出人工智慧為資訊素養與倫理課程的相關議題之一，未提及使用AI協助學習或自主學習。","1","大綱同時提及資訊素養與倫理以及人工智慧，但未明確說明AI倫理、AI法規、個資、偏誤、風險、治理或責任內容。","0","大綱未提及使用AI進行資料分析、生成、建模或完成具體問題解決任務；列出大數據分析與運算思維也不能直接推定為AI應用。","0","大綱未說明AI協作中的人類判斷、同理心、創意、真實場域或主體性。","A=0;B=1;C=0;D=0","主要依據為大綱明確列出人工智慧議題，並置於資訊素養與倫理課程脈絡中。","AI僅以議題清單形式出現，未提供具體教學活動、學生實作、AI相關倫理內容、驗證流程或人機協作要求。"
"8400380","聲音自媒體應用與創作","課程說明:             2020年,台灣邁入Podcast元年,聲音媒體入手相對容易,搭載台灣百花齊放之Podcast平台,2020年台灣新增超過 5,888檔節目,總數將近8,000檔,至今已有超過20,000檔繁體中文節目,其中至少有6,000檔節目定期更新,驚人的成長帶動聽眾的規模快速上升,也帶動許多聲音內容產業製作的可能性。但如何從零到有打造一艘聲音自媒體之船?又如何組成合適的隊伍?又如何開始航行?過程會經過哪些魔幻時刻?        為使前述畫面得以想像並實踐,本課程以「節目企劃」、「節目製作」與「節目展演」三大重心進行教學,除講師授課,亦將帶領學生進行討論及提案製作,以聲音產業的媒體專業性,搭載自媒體個人品牌特性,多管齊下將學生專業結合自媒體傳播特性,從聲音節目企劃、產業現況、節目企劃到軟硬體內容落實,進行跨域應用創作及後續社群推廣經營,達到綜效學習效果,也更符合產業製作碎片之化趨勢。        「節目企劃」環節從議題設定、創意發想、內容執行到效益評估,以結合業界講師個人作品與廣播Podcast經驗,搭載厚實理論對談與企劃評鑑建議,帶領學生從零開始,「看看別人想想自己」,完善理解企劃製作與執行的關鍵元素。        「節目製作」則圍繞「主持訓練」、「製作亮點」、「設備介紹」、「後製剪輯」、「版權認識」、「AI輔助」等環節規劃,希望學生能從零到有認識並掌握製作面向的多元性。        最後則是「節目展演」,透過期中的節目提案與Live Podcast活動規劃,力求爭取最多觀眾買單入場成為「VIP」,並在期末的Live Podcast結合活動流程與Podcast節目企劃,吸引觀眾訂閱節目、成為粉絲。由此讓學生理解自媒體市場生態,並得以評估投入自媒體市場的潛力。               習得技能分析:          透過本課程的企劃與實作安排,學生將能體驗實務過程從理解、發想到設計,並滾動式修正的精神,幫助學生在自媒體時代,能有提案、製作內容與展演之基礎能力。","2","大綱在節目製作環節明確列出「AI輔助」，顯示可能將AI作為製作工具；但未說明AI如何協助理解、學習、資訊整理或自主學習。","1","大綱提及「版權認識」與「AI輔助」，但未明確將版權內容與AI使用連結，也未提及AI倫理、個資、偏誤、風險、揭露或責任。","3","課程要求學生進行節目企劃、製作、提案、Live Podcast與社群推廣，並在製作環節列出AI輔助；同時包含效益評估與滾動式修正，具備明確作品實作，但未說明AI在任務中的具體用途及其結果驗證。","2","課程包含創意發想、內容設計、團隊組成、展演與個人品牌等人類創作和互動活動，且提及AI輔助；但未明確要求學生在AI協作中提出人類判斷、處理AI輸出或強調不可取代的人類主體性。","A=2;B=1;C=3;D=2","主要依據為課程明確列出「AI輔助」，並要求學生完成從企劃、製作到展演的聲音自媒體作品，包含評估與滾動式修正。","AI內容僅以「AI輔助」一詞出現，未說明工具、操作方式、查證、風險管理、版權責任、人機分工或AI輸出評量標準。"
"8400795","資料分析與R語言","This course provides a semester-long introduction to data analysis, probability and statistics, and data science. The purpose of this course is to help students learn the powerful tools in R for statistical analysis and data science. We will cover topics on probability and statistics, explanatory data analysis, data visualization, and machine learning.      IMPORTANT NOTE:       Course prerequisites: Completion of a two-semesterintroductory statistics sequence.   This course is heavy on group work, with team-based in-class activities and a group project resulting in anoral presentation and a term paper.   The basic format of the course will include a two-hour lecture and a one-hour session dedicated to in-class group discussions and hands-on practice with R (in most weeks).","0","大綱提及使用R進行統計分析與資料科學，但未提及以AI協助學習；機器學習內容本身不等於運用AI學習。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、風險、治理或責任。","3","大綱明確涵蓋機器學習，並安排使用R的課堂實作、團隊活動與團體專題，成果包括口頭報告與期末報告，具備資料分析與模型相關實作；但未明確要求AI結果驗證、修正、人機分工或風險評估。","0","雖有團隊合作、口頭報告與期末報告，但大綱未將這些活動置於AI協作、人類主體性、同理互動或創意判斷情境。","A=0;B=0;C=3;D=0","主要依據為大綱明確提及機器學習、R語言實作、團隊活動及團體專題，支持運用模型或資料分析完成任務的能力。","大綱未將機器學習明確連結至倫理與責任，也未說明具體AI問題、模型驗證、結果修正、風險控制或人機協作流程。"
